date,rate
1900-01-01,1.2337239839440883
1900-01-02,-0.17479722619123195
1900-01-03,-0.7358481665261137
1900-01-04,0.27927066845619164
1900-01-05,-0.38918359801404756
1900-01-06,-0.6008932745805663
1900-01-07,-0.13982069358122173
1900-01-08,0.18774767412246973
1900-01-09,-0.5337508801787619
1900-01-10,1.4926349436091408
1900-01-11,0.6463250396702231
1900-01-12,1.1917094006621616
1900-01-13,1.3437202650699689
1900-01-14,-0.6435096241848777
1900-01-15,1.2241753487254945
1900-01-16,1.6985069017569137
1900-01-17,1.9426004562862893
1900-01-18,-0.44677162924428493
1900-01-19,-0.46168325174212743
1900-01-20,1.2391133141566333
1900-01-21,1.706095240665666
1900-01-22,1.6654634018467664
1900-01-23,-0.7572957477597871
1900-01-24,1.925007716285874
1900-01-25,-0.5344683286412547
1900-01-26,-0.3255262097162397
1900-01-27,-0.10440736380532956
1900-01-28,-0.8090705140678988
1900-01-29,-0.33802894813940454
1900-01-30,0.23645237941138664
1900-01-31,-0.6974282825968202
1900-02-01,0.49654831439880365
1900-02-02,-0.38938983905300517
1900-02-03,0.15489955404448086
1900-02-04,1.4181334330797184
1900-02-05,0.03943570395200702
1900-02-06,0.12843040321180954
1900-02-07,-0.6801966905793001
1900-02-08,1.8020912498730324
1900-02-09,-0.5745102211012886
1900-02-10,-0.03280207430197246
1900-02-11,1.143131225357565
1900-02-12,0.7878344656294751
1900-02-13,1.3810370776891459
1900-02-14,-0.9598073615382021
1900-02-15,1.093624656355198
1900-02-16,-0.10437550559904152
1900-02-17,0.9199561228958484
1900-02-18,-0.9757894708834627
1900-02-19,0.3925448390295929
1900-02-20,0.8605661266571034
1900-02-21,0.6224994055077167
1900-02-22,1.8696695317188268
1900-02-23,1.736538710144523
1900-02-24,0.27437083034098997
1900-02-25,0.2703341173862537
1900-02-26,-0.6566220377109926
1900-02-27,-0.23013045684639177
1900-02-28,1.3016582117564472
1900-03-01,0.38102096360690263
1900-03-02,-0.5147136572128418
1900-03-03,1.728878552906422
1900-03-04,-0.31280353438219366
1900-03-05,-0.21621599404523528
1900-03-06,0.3187826698035594
1900-03-07,1.350480495108214
1900-03-08,0.5667620145221202
1900-03-09,0.06664035653423772
1900-03-10,0.038056008039459854
1900-03-11,0.021144468198835975
1900-03-12,-0.8099307258643738
1900-03-13,-0.09888195916451714
1900-03-14,1.126710765185154
1900-03-15,0.03769862345031405
1900-03-16,0.15271117497718834
1900-03-17,1.424624407019314
1900-03-18,1.4105283064043022
1900-03-19,0.705265712852674
1900-03-20,1.6953923753830509
1900-03-21,0.19048281723924387
